False;b' 2DAutoCAD Fokus p\xc3\xa5 ritningen som kommunikationsredskap';b'https://www.kth.se/student/kurser/kurs/AD12DA';b'Studerande vid arkitekturprogrammet, KTH.'
False;b' 3D-Modellering';b'https://www.kth.se/student/kurser/kurs/AD13DA';b'Studerande p\xc3\xa5 arkitektprogrammet vid KTH.'
False;b' Arkitektoniska rekonstruktioner';b'https://www.kth.se/student/kurser/kurs/AD235V';b'H\xc3\xb6gskolestudier om 60 hp samt svenska B/Svenska 3 och Engelska A/Engelska 6 eller motsvarande.'
False;b' Arkitektt\xc3\xa4vlingen: teori och professionell praktik';b'https://www.kth.se/student/kurser/kurs/AD244V';b'\xe2\x80\xa2 60 hp h\xc3\xb6gskolestudier inom omr\xc3\xa5det arkitektur och samh\xc3\xa4llsbyggnad'
False;b' Arkitektur- och designforskning I';b'https://www.kth.se/student/kurser/kurs/AD231V';b'H\xc3\xb6gskolestudier om 60 hp samt engelska B eller motsvarande.'
False;b' Arkitektur- och designforskning II';b'https://www.kth.se/student/kurser/kurs/AD232V';b'Arkitektur och Designforskning I, AD231V'
False;b' Arkitektur f\xc3\xb6r alla: anv\xc3\xa4ndbarhet, delaktighet och tillg\xc3\xa4nglighet';b'https://www.kth.se/student/kurser/kurs/AD245V';b'Meddelas vid kursstart'
False;b' Arkitektur f\xc3\xb6r ett \xc3\xa5ldrande samh\xc3\xa4lle';b'https://www.kth.se/student/kurser/kurs/AD222V';b'Meddelas inf\xc3\xb6r kursstart.'
False;b' Arkitektur f\xc3\xb6r teknikl\xc3\xa4rare';b'https://www.kth.se/student/kurser/kurs/AD1221';b'F\xc3\xb6r tilltr\xc3\xa4de till kursen kr\xc3\xa4vs kunskaper motsvarande grundl\xc3\xa4ggande beh\xc3\xb6righet f\xc3\xb6r \xc3\xa4mnesl\xc3\xa4rare i teknik'
False;b' Arkitektur f\xc3\xb6r \xc3\xa4mnesl\xc3\xa4rare I';b'https://www.kth.se/student/kurser/kurs/AD1220';b'120 hp inom CL-programmet'
False;b' Arkitektur f\xc3\xb6r \xc3\xa4mnesl\xc3\xa4rare II';b'https://www.kth.se/student/kurser/kurs/AD1222';b''
False;b' Arkitektur och genus: f\xc3\xb6rdjupning';b'https://www.kth.se/student/kurser/kurs/AD241V';b'60 hp h\xc3\xb6gskolestudier'
False;b' Arkitektur och genus: Introduktion';b'https://www.kth.se/student/kurser/kurs/AD236V';b'Studier i konst, design, arkitektur och/eller genusteori, eller motsvarande utbildning eller arbetslivserfarenhet. N\xc3\xa4rmare upplysningar l\xc3\xa4mnas av kursansvarig'
False;b' Arkitektur och genus: Projekt I';b'https://www.kth.se/student/kurser/kurs/AD240V';b'\xc2\xa0Jane Rendell, Barbara Penner, Ian Borden, eds., Gender, Space, Architecture. An interdisciplinary introduction, London: Routledge, 2000.'
False;b' Arkitektur och genus: Salong';b'https://www.kth.se/student/kurser/kurs/AD238V';b'Tidigare studier i litteratur, konst, design, arkitektur och/eller genus.'
False;b' Arkitektur och genus: Studio';b'https://www.kth.se/student/kurser/kurs/AD239V';b'Universitetsstudier om 60 hp samt dokumenterade kunskaper i Engelska B eller motsvarande.'
False;b' Arkitektur och genus: Uppsats';b'https://www.kth.se/student/kurser/kurs/AD237V';b'Universitetsstudier om 60 hp samt dokumenterade kunskaper i Engelska B eller motsvarande.'
False;b' Arkitektur och pl\xc3\xa5t';b'https://www.kth.se/student/kurser/kurs/AD1PLA';b'P\xc3\xa5b\xc3\xb6rjad arkitektutbildning eller motsvarande.'
False;b' Arkitektur som terapeutisk milj\xc3\xb6 I: Arkitektur och omv\xc3\xa5rdnad';b'https://www.kth.se/student/kurser/kurs/AD210V';b'Grundl\xc3\xa4ggande h\xc3\xb6gskolebeh\xc3\xb6righet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.'
False;b' Arkitektur som terapeutisk milj\xc3\xb6 II: Arkitektur och omv\xc3\xa5rdnad, f\xc3\xb6rdjupning';b'https://www.kth.se/student/kurser/kurs/AD211V';b'Grundl\xc3\xa4ggande beh\xc3\xb6righet: Avslutad gymnasieutbildning eller motsvarande inkl. svenska och engelska.'
False;b' Arkitektur som terapeutisk milj\xc3\xb6 III: Estetik som l\xc3\xa4kande process';b'https://www.kth.se/student/kurser/kurs/AD212V';b'Grundl\xc3\xa4ggande beh\xc3\xb6righet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.'
False;b' Arkitektur som terapeutisk milj\xc3\xb6 IV: Estetik som l\xc3\xa4kande process, f\xc3\xb6rdjupning';b'https://www.kth.se/student/kurser/kurs/AD213V';b'Grundl\xc3\xa4ggande beh\xc3\xb6righet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.'
False;b' Arkitektur, byggtekniken';b'https://www.kth.se/student/kurser/kurs/AD1AB1';b'Grundl\xc3\xa4ggande beh\xc3\xb6righet: avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.'
False;b' Arkitektur, form och design';b'https://www.kth.se/student/kurser/kurs/AD1AFD';b''
False;b' Arkitektur, kvalitet och bed\xc3\xb6mning';b'https://www.kth.se/student/kurser/kurs/AD250V';b'120 hp h\xc3\xb6gskolestudier inom arkitektur eller samh\xc3\xa4llsplanering.'
False;b' Arkitekturens begrepp och teorier';b'https://www.kth.se/student/kurser/kurs/1A5031';b'F\xc3\xb6rkunskapskravF\xc3\xb6r att f\xc3\xb6lja kursen kr\xc3\xa4vs examen p\xc3\xa5 magisterniv\xc3\xa5 i arkitektur eller motsvarande examen. F\xc3\xb6retr\xc3\xa4de ges f\xc3\xb6r doktorander antagna vid KTH eller till annan forskarutbildning inom arkitektur.'
False;b' Arkitekturens historiografi';b'https://www.kth.se/student/kurser/kurs/1A5037';b''
False;b' Arkitekturens kvalitetsfr\xc3\xa5gor';b'https://www.kth.se/student/kurser/kurs/AD223V';b'Grundl\xc3\xa4ggande beh\xc3\xb6righet: Avslutad gymnasieutbildning eller motsvarande, inkl. svenska och engelska.'
False;b' Arkitekturens kvalitetsfr\xc3\xa5gor';b'https://www.kth.se/student/kurser/kurs/AD234V';b'60 hp h\xc3\xb6gskolestudier inom arkitektur och samh\xc3\xa4llsbyggnad. Det \xc3\xa4r ett brett kunskapsf\xc3\xa4lt som inkluderar inredningsarkitektur husbyggnad, konstruktion, stadsbyggnad, landskapsarkitektur och fysiskt planering'
