;;
False;2DAutoCAD Fokus på ritningen som kommunikationsredskap;AD12DA
False;3D-Modellering;AD13DA
False;Arkitektoniska rekonstruktioner;AD235V
False;Arkitekttävlingen: teori och professionell praktik;AD244V
False;Arkitektur- och designforskning I;AD231V
False;Arkitektur- och designforskning II;AD232V
False;Arkitektur för alla: användbarhet, delaktighet och tillgänglighet;AD245V
False;Arkitektur för ett åldrande samhälle;AD222V
False;Arkitektur för tekniklärare;AD1221
False;Arkitektur för ämneslärare I;AD1220
False;Arkitektur för ämneslärare II;AD1222
False;Arkitektur och genus: fördjupning;AD241V
False;Arkitektur och genus: Introduktion;AD236V
False;Arkitektur och genus: Projekt I;AD240V
False;Arkitektur och genus: Salong;AD238V
False;Arkitektur och genus: Studio;AD239V
False;Arkitektur och genus: Uppsats;AD237V
False;Arkitektur och plåt;AD1PLA
False;Arkitektur som terapeutisk miljö I: Arkitektur och omvårdnad;AD210V
False;Arkitektur som terapeutisk miljö II: Arkitektur och omvårdnad, fördjupning;AD211V
False;Arkitektur som terapeutisk miljö III: Estetik som läkande process;AD212V
False;Arkitektur som terapeutisk miljö IV: Estetik som läkande process, fördjupning;AD213V
False;Arkitektur, byggtekniken;AD1AB1
False;Arkitektur, form och design;AD1AFD
False;Arkitektur, kvalitet och bedömning;AD250V
False;Arkitekturens begrepp och teorier;1A5031
False;Arkitekturens historiografi;1A5037
False;Arkitekturens kvalitetsfrågor;AD223V
False;Arkitekturens kvalitetsfrågor;AD234V
False;Arkitekturkritisk teori I: Gender;AD204V
False;Arkitekturkritisk teori II: Gender, fördjupning;AD205V
False;Arkitekturkritisk teori III: Gender. Litteraturfördjupning;AD220V
False;Arkitekturpedagogik 1;AD1AP1
False;Att tävla i arkitektur och stadsbyggnad;AD249V
False;Att utvärdera arkitektur;AD242V
False;Avancerad arkitekturdesign I;AD233V
False;Begrepp, teorier och experimentella praktiker i konst, teknik och design;AD3102
False;Betong 1;AD1BE1
False;Betongkurs;AD1BES
False;Byggnadsrestaureringens historia och teori;AD246V
False;Byggprojektet;AD1BYP
False;Concepts and Tools in Urban Analysis;AD2810
False;Deltagande i eller anordning av utställning: konst, teknik och design;AD3108
False;Deltagande i eller anordning av utställning: konst, teknik och design;AD3109
False;Deltagande i seminarium eller workshop: konst, teknik och design;AD3104
False;Deltagande i seminarium eller workshop: konst, teknik och design;AD3105
False;Den internationella samtidsarkitekturen;AD102V
False;Det moderna byggnadsarvet;AD248V
True;Examensarbete inom design och byggande;1A10HX
False;Examensarbete inom stadsplanering och design, avancerad nivå;AD2EXU
False;Examensarbete inom stadsplanering och design, avancerad nivå;AD2UPX
False;Fold School Workshop - vikning av stora objekt;AD1FOL
False;Forskningspresentation eller -publikation: konst, teknik och design;AD3106
False;Forskningspresentation eller -publikation: konst, teknik och design;AD3107
False;Fotografi;AD1FOT
False;Framställning och förmedling av konstnärlig forskning;AD3114
False;Färg för arkitekter;AD1FAR
False;Färg och rum;AD1FOR
False;Fördjupningsprojekt i restaurering I;AD207V
False;Fördjupningsprojekt i restaurering II;AD209V
True;Grundkurs i arkitektonisk gestaltning;1A5036
False;Grundkurs i arkitekturteknik;1A5038
False;Grundläggande principer för fastighetsekonomi och urban ekonomi;AD2845
False;HEJ Utställningsdesign;AD1HEJ
False;Huvudstäder i Norden;AD117V
False;Hållbar stadsplanering och stadsbyggnad studio 1.1- Texturer;AD2861
False;Hållbar stadsplanering och stadsbyggnad studio 1.1- Texturer;AD2867
False;Hållbar stadsplanering och stadsbyggnad studio 1.2- Situationer;AD2862
False;Hållbar stadsplanering och stadsbyggnad studio 2.1- Urbana Ekologier;AD2863
False;Högre seminarium i arkitektur, del 1;1A5032
False;Högre seminarium i arkitektur, del 2;1A5033
False;Högskolepedagogisk introduktion: konst och designutbildning;AD3103
False;Individuell läskurs: Arkitektur;1A5041
False;Individuell läskurs: Arkitektur;1A5042
False;Individuell läskurs: Arkitektur;1A5043
False;Individuell läskurs: konst, teknik och design;AD3110
False;Individuell läskurs: konst, teknik och design;AD3111
False;Individuell projektkurs: Arkitektur;1A5047
False;Individuell projektkurs: Arkitektur;1A5048
False;Individuell projektkurs: Arkitektur;1A5049
False;Individuell projektkurs: Arkitektur;1A5050
False;Individuell projektkurs: konst, teknik och design;AD3112
False;Individuell projektkurs: konst, teknik och design;AD3113
False;Individuell seminariekurs: Arkitektur;1A5044
False;Individuell seminariekurs: Arkitektur;1A5045
False;Individuell seminariekurs: Arkitektur;1A5046
False;Individuellt arkitekturprojekt på avancerad nivå;AD2IP9
False;Individuellt arkitekturprojekt på grundnivå;AD1IP9
False;Internationell restaureringshistoria;AD208V
False;Introduktionskurs i urbanekonomi;AD2865
False;Inventering av den urbana periferin Moskva-Stockholm;AD1MOS
False;IWAU Workshop;AD1IWW
False;Kommunikationsdesign 1;AD1KD1
False;Kommunikationsdesign 2;AD1KD2
False;Kommunikativa rum;AD2KOR
False;Konstnärlig träning ht (A);AD1KHA
False;Konstnärlig träning vt (B);AD1KVA
False;Kritiska studier i arkitektur;1A5039
False;Kroki;AD1KRA
False;Kroki 1;AD1KR1
False;Kroki 2;AD1KR2
False;Kroki 3;AD1KR3
False;Kroki 4;AD1KR4
False;Kunskapskommunikation inom arkitekturforskning;1A5034
False;Laserskärning 1;AD1LA1
False;Laserskärning 2;AD1LA2
False;Laserskärning 3;AD1LA3
False;Laserskärning 4;AD1LA4
False;Matter matters: Samtida arkitekturteknik;AD214V
False;Modernismens historieskrivning;AD203V
False;Möbelformgivning;AD2MOB
False;Nordisk arkitektur;AD116V
False;Nordisk arkitektur;AD243V
False;Nutida trender i stadsplanering och stadsutformning II;AD2855
False;Närvaroarkitektur;AD2NA1
False;Omtänkande forskningspraktiker i konst, teknik och design;AD3101
False;Orienteringskurs i samhällsbyggnad och arkitektur;AD1OSA
False;Orienteringskurs i samhällsbyggnad och arkitektur II;AD1SA2
False;Philosophies in Architecture;1A5051
False;Projekt hållbar stadsbyggnad - offentliga platser och rum;AD2860
False;Public Places and Spaces;AD2815
False;Reflekterande designprocess;AD1RD1
False;Rom - arkitekturen och staden från antik till nutid;AD230V
False;Scenografi och rörlig bild;AD1SC1
False;Spel och digital arkitektur;AD217V
False;Stadsmorfologiska begrepp och verktyg;AD251V
False;Stockholm Urban Lab II;AD2835
False;Structural Components in Urban Planning and Design;AD2820
False;Sustainable Design in the Urban Space;AD2840
False;Svensk restaureringshistoria;AD201V
False;Träkurs;AD1TRS
False;Upplevelsen av arkitektur;AD2EA1
False;Urban strukturgestaltning;AD2850
False;Urban träarkitektur II;AD1WO2
False;Urban trähusarkitektur - Workshop i Kazan och Stockholm;AD1WOD
False;Urbanmorfologins teorier;1A5040
False;Urbanmorfologiska undersökningar;AD215V
False;Utställningsgestaltning;AD1UTG
False;Vetenskapsteori och forskningsmetodik i konst, teknik och design;AD3100
False;Vetenskapsteori och forskningsmetodik inom arkitektur;1A5035
False;World Architecture;AD206V
False; \xc3\x84mneskomplettering för arkitekter I;AD1KU1
False; \xc3\x84mneskomplettering för arkitekter II;AD1KU2
False;Arkitektur, inledande kurs 1;A11CCA
False;Arkitektur, inledande kurs 2;A21CCA
False;Arkitektur, inledande kurs 3;A31CCA
False;Arkitektur, inledande kurs 3;A31CCB
False;Arkitektur: Komplext projekt;A31P3A
False;Arkitekturens historia och teori 1, översikt;A11HIA
False;Arkitekturens historia och teori 1: Introduktion till Europas arkitektur;A11HIB
False;Arkitekturens historia och teori 2, nordisk arkitektur;A21HIA
False;Arkitekturens historia och teori 2: Arkitektur och modernitet;A21HIC
False;Arkitekturens historia och teori 3;A31HIA
False;Arkitekturens historia och teori 3:1 Världsarkitektur;A31H1A
False;Arkitekturens historia och teori 3:2: uppsats på grundläggande nivå;A31H2A
False;Arkitekturens teori och historia 2;A21HIB
False;Arkitekturens teori och historia 3;A31HIB
False;Arkitekturkommunikation 1, konstnärlig gestaltning;A11KOA
False;Arkitekturkommunikation 2, konstnärlig gestaltning;A21KOA
False;Arkitekturkommunikation 3, konstnärlig gestaltning;A31KOA
False;Arkitekturprojekt 1:1 Sammansättning, geometri, skala;A11P1B
False;Arkitekturprojekt 1:1, struktur;A11P1A
False;Arkitekturprojekt 1:2 Landskap, struktur, rörelse;A11P2B
False;Arkitekturprojekt 1:2, vad är ett hus?;A11P2A;Arkitekturprojekt 1:1
False;Arkitekturprojekt 1:3 Boende, arbete, klimat;A11P3B
False;Arkitekturprojekt 1:3, Ordning och mening;A11P3A;Arkitekturprojekt 1:2
False;Arkitekturprojekt 1:4, Bostaden;A11P4A;Arkitekturprojekt 1:3
False;Arkitekturprojekt 2:1 Struktur, plats, aktivitet;A21P1C
False;Arkitekturprojekt 2:1, plats-struktur-program;A21P1A
False;Arkitekturprojekt 2:1, plats-struktur-program;A21P1B
False;Arkitekturprojekt 2:2 - Tectonics, Ornament, Transformation;A21P2B
False;Arkitekturprojekt 2:2, tektonik;A21P2A
False;Arkitekturprojekt 2:3 material, rum, detalj;A11P3C
False;Arkitekturprojekt 2:3 Material, rum, detalj;A21P3C
False;Arkitekturprojekt 2:3, material-rum-detalj;A21P3A
False;Arkitekturprojekt 2:3, material-rum-detalj;A21P3B
False;Arkitekturprojekt 3:1, Stadsbyggnad;A31P1A
False;Arkitekturprojekt 3:2, Laboration;A31P2A
False;Arkitekturteknik 1;A11TEA
False;Arkitekturteknik 1;A11TEB
False;Arkitekturteknik 2;A21TEA
False;Arkitekturteknik 2;A21TEB
False;Arkitekturteknik 3;A31TEA
False;Arkitekturteknik 3:1 Byggnad, stad, process;A31T1A
False;Arkitekturteknik 3:2: Byggnad, stad, process;A31T2A
False;Arkitekturteknik 3;Environmental Control;A31TEB
False;Arkitekturämnet och Arkitektyrket;A21AYA
False;Avancerad datakurs;A21D2A
False;Digital bildbehandling och fotografisk gestaltning;A11DBA
True;Examensarbete inom arkitektur för kandidatexamen;1A10KA
False;Examensarbete inom arkitektur, grundnivå;A31EXA
False;Examensarbete inom arkitektur, grundnivå;A31KAX
False;Hållbar stadsutveckling;A31HSA
False;Introduktion till arkitekturskolan;A11INA
False;Introduktion till Arkitekturämnet;A11IAA
False;Introduktion till Arkitektyrket;A11IYA
False;Introduktionskurs i design;A11IDA
False;Konstnärliga metoder och verktyg 1;A11KOB
False;Konstnärliga metoder och verktyg 2;A21KOB
False;Nyare arkitekturhistoria;1A1251
False;Nyare arkitekturhistoria;A11HNA
False;Portföljbedömning 1;A11POA
False;Portföljbedömning 2;A21POA
False;Projekt 3:2 Stadsrum och landskap;A31P2D
False;Representation 1: Ritteknik och deskriptiv geometri;A11REA
False;Representation 2: Fabrikation och deskriptiv geometri;A21REA
False;Representation 3: Informationshantering och presentation;A31REA
False;Snickerikurs;A11VEA
False;Specialarbete;A21S1A
False;Specialarbete;A21S2A
False;Stadens form och teori;A31SFA
False;Stadsbyggnad, analys;A31SBA
False;Stadsbyggnad;Teori/teknik/specialkurs;A31TTS
False;Stadsbyggnadsprojekt 3:1;A31P1B
False;Stadsbyggnadsprojekt 3:1;A31P1C
False;Stadsbyggnadsprojekt 3:2;A31P2B
False;Stadsbyggnadsprojekt 3:2;A31P2C
False;Stadsbyggnadsteori;A31STA
False;Studieresa, åk 1 (hösten);A11RHA
False;Studieresa, åk 1 (våren);A11RVA
False;Studieresa, åk 2 (hösten);A21RHA
False;Studieresa, åk 2 (våren);A21RVA
False;Studieresa, åk 3 (hösten);A31RHA
False;Studieresa, åk 3 (våren);A31RVA
False; \xc3\x84ldre arkitekturhistoria;A11HAA
False;Arkitektur/Yrkesrelaterad studio, 4:1;A42Y1B
False;Arkitektur/Yrkesrelaterad studio, 4:2;A42Y2B
False;Arkitektur/Yrkesrelaterad studio, 4:3;A42Y3B
False;Arkitektur/Yrkesrelaterad studio, 4:4;A42Y4B
False;Arkitektur/Yrkesrelaterad studio, 5:1;A52Y1B
False;Arkitektur/Yrkesrelaterad studio, 5:2;A52Y2B
False;Arkitektur/yrkesrelaterad studio, 5:3;A52Y3B
False;Arkitektur/yrkesrelaterad studio, 5:4;A52Y4B
False;Arkitekturens historia och teori 4:1;A42H1A
False;Arkitekturens historia och teori 4:2;A42H2A
False;Arkitekturens historia och teori 5:1;A52H1A
False;Arkitekturens historia och teori 5:2;A52H2A
False;Arkitekturkommunikation 4;A41Q1A
False;Arkitekturkommunikation 5;A51Q1A
False;Arkitekturkritisk teori IV: Gender. Studio;AD221V
False;Arkitekturprojekt 4:1, Arkitektur och teknik;A42P1A
False;Arkitekturprojekt 5:1, Arkitektur och stadsbyggnad;A52P1A
False;Arkitekturprojekt 5:2;A52P2A
False;Arkitekturteknik 4:1;A42T1A
False;Arkitekturteknik 4:2;A42T2A
False;Arkitekturteknik 5:1;A52T1A
False;Arkitekturteknik 5:2;A52T2A
False;Avancerad gestaltning - Studio 4:1;A42A1B
False;Avancerad gestaltning - Studio 4:2;A42A2B
False;Avancerad gestaltning - Studio 4:3;A42A3B
False;Avancerad gestaltning - Studio 4:4;A42A4B
False;Avancerad gestaltning - Studio 5:1;A52A1B
False;Avancerad gestaltning - Studio 5:2;A52A2B
False;Avancerad gestaltning - studio 5:3;A52A3B
False;Avancerad gestaltning - studio 5:4;A52A4B
